"","park_area_id","facility__Name","facility__Location","facility__Zip","ADDRESS_Ext","lon","lat","district"
"376","B393","Sheepshead Bay Piers","Emmons Ave. bet. Ocean Ave. and E. 26 St.","11235","Sheepshead Bay Piers,New York, NY,11235",-73.9459804,40.5839556,"Brooklyn"
"377","R066","North Shore Esplanade","Richmond Terr. from St Peter's Pl. to Stuyvesant Pl.","10301","North Shore Esplanade,New York, NY,10301",-74.0835263,40.6480797,"Staten Island"
"378","Q425","Yellowstone Park","Yellowstone Blvd. bet. 68 Ave. and 68 Rd.","11375","Yellowstone Park,New York, NY,11375",-73.8475791,40.7264024,"Queens"
"379","B049","Irving Square Park","Wilson Ave., Knickerbocker Ave., bet. Halsey St. and Weirfield St.","11207","Irving Square Park,New York, NY,11207",-73.909118,40.6925491,"Brooklyn"
"380","Q362","Playground Ninety","89 St., 90 St. bet. Northern Blvd. and Jackson Mill Rd.","11369","Playground Ninety,New York, NY,11369",-73.8784763,40.7573401,"Queens"
"381","Q348","Willow Lake Playground","72 Ave. bet. 112 St. and Grand Central Parkway","11375","Willow Lake Playground,New York, NY,11375",-73.8370303,40.72265,"Queens"
"382","R144","Sobel Court Park","Bowen St., Vanderbilt Ave., Targee St.","10304","Sobel Court Park,New York, NY,10304",-74.083803,40.6150229,"Staten Island"
"383","R035","De Matti Park","Tompkins Ave., bet. Chestnut St. and Shaughnessy La.","10305","De Matti Park,New York, NY,10305",-74.0742565,40.6145077,"Staten Island"
"384","Q085","Gorman Playground","30 Ave., 25 Ave. bet. 84 St. and 85 St.","11370","Gorman Playground,New York, NY,11370",-73.8841796,40.762406,"Queens"
"385","Q026","Park Of The Americas","41 Ave., 42 Ave. bet. 103 St. and 104 St.","11368","Park Of The Americas,New York, NY,11368",-73.8619406,40.7484612,"Queens"
"386","Q436","Athens Square","30 Ave. bet. 29 St. and 30 St.","11102","Athens Square,New York, NY,11102",-73.9222962,40.7678385,"Queens"
"387","B324","Jacob Joffe Fields","Ave. K between E. 58 St. and E. 59 St.","11234","Jacob Joffe Fields,New York, NY,11234",-73.9194158,40.6254792,"Brooklyn"
"388","Q141","Murray Playground","45 Ave., 45 Rd. bet. 11 St. and 21 St.","11101","Murray Playground,New York, NY,11101",-73.9482661,40.7471007,"Queens"
"389","Q004A","Ralph Demarco Park","Shore Blvd. bet. Ditmars Blvd. and 20 Ave.","11105","Ralph Demarco Park,New York, NY,11105",-73.9174816,40.7840851,"Queens"
"390","Q395","Steinway Playground","37 St., 38 St., bet. 20 Rd. and 20 Ave.","11105","Steinway Playground,New York, NY,11105",-73.9035497,40.7765515,"Queens"
"391","Q332","Woodtree Playground","20 Ave. bet. 37 St. and 38 St.","11105","Woodtree Playground,New York, NY,11105",-73.902454,40.7775077,"Queens"
"392","Q385","Ditmars Playground","Steinway St. bet. 23 Ave. and Ditmars Blvd.","11105","Ditmars Playground,New York, NY,11105",-73.9070944,40.7715877,"Queens"
"393","B130","Greenwood Playground","Ft Hamilton Pkwy., Prospect Ave., Greenwood Ave.","11218","Greenwood Playground,New York, NY,11218",-73.9765316,40.6504477,"Brooklyn"
"394","B169A","Brighton Playground","Brighton 2 St. bet. Brightwater Ct. and Boardwalk E.","11235","Brighton Playground,New York, NY,11235",-73.9652895,40.5751839,"Brooklyn"
"395","R012","White Park","High St., Lyman Ave., Bay St. and Summer St.","10305","White Park,New York, NY,10305",-74.0631505,40.6076007,"Staten Island"
"396","R117","Alice Austen Park","Edgewater St., Hylan Blvd., Abbott St.","10304, 10305","Alice Austen Park,New York, NY,10304, 10305",-74.0627694,40.6147573,"Staten Island"
"397","Q401","Lost Battalion Hall Recreation Center","Queens Blvd. bet. 62 Ave. and 62 Rd.","11374","Lost Battalion Hall Recreation Center,New York, NY,11374",-73.8656455,40.7316758,"Queens"
"398","Q098","Frank D. O'Connor Playground","Broadway and Woodside Ave. bet. 77 St. and 79 St.","11373","Frank D. O'Connor Playground,New York, NY,11373",-73.8865612,40.7442965,"Queens"
"399","M186","Col. Young Playground","W. 145 St. to W. 143 St., Lenox Ave., and Harlem River","10037","Col. Young Playground,New York, NY,10037",-73.9355258,40.8193351,"Manhattan"
"400","M200A","Anibal Aviles Playground","W. 108 St. to W. 109 St., Columbus Ave. and Amsterdam Ave.","10025","Anibal Aviles Playground,New York, NY,10025",-73.9628751,40.8012026,"Manhattan"
"401","RZ125","GREENSTREET","Hyatt And Bay",NA,"GREENSTREET,New York, NY,NA",-73.9555926,40.7336828,"Staten Island"
"402","R111","Lt. Lia Playground","Wall St. bet. St Marks Pl. and Belmont Pl.","10301","Lt. Lia Playground,New York, NY,10301",-74.0797889,40.6435031,"Staten Island"
"403","M244","Sol Bloom Playground","Columbus Ave., W. 91 St. To W. 92 St., Central Park W.","10025","Sol Bloom Playground,New York, NY,10025",-73.9688206,40.789658,"Manhattan"
"404","M229","Happy Warrior Playground","W. 97 St. and Amsterdam Ave.","10025","Happy Warrior Playground,New York, NY,10025",-73.9686898,40.7954101,"Manhattan"
"405","R037","Liotti Ikefugi Playground","Winter Ave., bet. Bismark Ave. and Westervelt Ave.","10301","Liotti Ikefugi Playground,New York, NY,10301",-74.0839339,40.6387553,"Staten Island"
"406","M009","Bennett Park","Ft Washington Av, W 183 St, Pinehurst Av","10033","Bennett Park,New York, NY,10033",-73.9380028,40.8528053,"Manhattan"
"407","Q211","Maple Playground","Kissena Blvd. bet. Maple Ave. and Franklin Ave.","11355","Maple Playground,New York, NY,11355",-73.8260082,40.7559225,"Queens"
"408","R067","Gen. Douglas MacArthur Park","Dongan Hills Ave. and Jefferson St.","10306","Gen. Douglas MacArthur Park,New York, NY,10306",-74.1001446,40.5865594,"Staten Island"
"409","M108T01","East River Esplanade","FDR Drive, E 90 St. To E 125 St.","10028, 10029, 10035, 10128","East River Esplanade,New York, NY,10028, 10029, 10035, 10128",-73.9363497,40.7904557,"Manhattan"
"410","B210I","Gonzalo Plasencia Playground","3 Ave. bet. 40 St. and 41 St.","11232","Gonzalo Plasencia Playground,New York, NY,11232",-74.008483,40.6528251,"Brooklyn"
"411","B529","Bushwick Inlet Park","Kent Ave. bet. Quay St. and N 9 St.","11211","Bushwick Inlet Park,New York, NY,11211",-73.9613074,40.7223295,"Brooklyn"
